"location","lat","long","elev"
"p554",8.43865408718,-81.0601786223,383.441150274
"p555",8.46283949634,-82.7274393572,98.3216216216
"p556",8.53598945664,-82.6891674797,336.400117165
"p557",8.38931703613,-80.5980142766,89.5952007717
"p558",8.4566988354,-80.61390289,218.994807839
"p559",8.40362771138,-82.8816675997,34.3348192174
"p560",8.46363664932,-77.7159925897,56.0284477821
"p561",8.39300136239,-77.7098112449,47.8073964981
"p562",8.38817698767,-80.5139646486,15.2781954887
"p563",8.42691917745,-80.5146401901,25.8997879109
"p564",8.42068566699,-77.9949211604,106.566562173
"p565",8.52201849484,-82.5850571418,302.788372254
"p566",8.52463360523,-82.5486653355,323.100343544
"p567",8.38951110474,-81.3377375913,287.129107981
"p568",8.45089938297,-81.3075280595,637.413171967
"p569",8.4104615223,-77.4620545341,577.747282277
"p570",8.43355651685,-81.1113837542,458.549371399
"p571",8.36981915533,-81.0598055384,263.603721298
"p572",8.39899090472,-82.7644956047,13.6445400533
"p573",8.37944107131,-82.7243811775,7.54026845638
"p574",8.41756149275,-82.4092836782,33.0602791878
"p575",8.40442425968,-82.365266998,29.6391851244
"p576",8.34507557138,-82.9653822005,245.900341748
"p577",8.47196381678,-80.1372918694,207.445126706
"p578",8.36209126801,-77.9927490865,28.4018932874
"p579",8.38768841401,-77.9454046769,105.374047155
"p580",8.45577915512,-80.3388281563,60.9487024012
"p581",8.37661613766,-77.8210161664,69.2011122461
"p582",8.36701428876,-77.7695685813,25.5455435847
"p583",8.50499997606,-82.6536464385,297.963930467
"p584",8.46004174729,-82.1258203853,191.519766826
"p585",8.39160901568,-82.1320209753,84.0638366818
"p586",8.37356419259,-80.6658006773,154.614922657
"p587",8.34791300506,-82.7501584117,8.30406401348
"p588",8.48868714108,-82.1985977688,410.956896552
"p589",8.35099361153,-80.6121858073,94.4915254237
"p590",8.43737472818,-82.060771705,230.802322862
"p591",8.38240689212,-82.0356032503,162.863707409
"p592",8.43262756357,-80.3993514464,32.8722790454
"p593",8.39227479306,-80.3795886467,18.0127269905
"p594",8.3347016021,-80.3697145725,11.4752851711
"p595",8.49345159003,-80.2872670399,123.991486678
"p596",8.34574018973,-80.317730302,12.4826565839
"p597",8.35207383342,-81.3032293768,237.708740121
"p598",8.40073527223,-81.2725557168,451.487208427
"p599",8.40984392501,-82.6203266485,55.8932937478
"p600",8.46037252067,-80.169065447,164.966531573
"p601",8.35754498303,-82.5454365005,13.1453488372
"p602",8.36667521319,-82.4935336853,15.867173223
"p603",8.38857499542,-80.999533024,341.150417134
"p604",8.35207724491,-80.684417,127.825976662
"p605",8.42362821409,-80.9281319745,488.780279341
"p606",8.37291634536,-80.519907269,27.9874826147
"p607",8.3839677709,-80.4861660728,17.8815715093
"p608",8.3342180474,-82.0846051224,47.1795511222
"p609",8.45056054963,-81.8248544711,734.323180681
"p610",8.35547987741,-78.0327892897,31.8227898623
"p611",8.491037188,-80.2033939675,275.448477836
"p612",8.53939349722,-80.2276369326,154.328104575
"p613",8.36023797562,-82.4229392902,13.7956156255
"p614",8.42739762173,-81.2387538148,632.58888432
"p615",8.33959616631,-77.6444349022,63.7095038852
"p616",8.34561210685,-77.5984042539,74.3255870249
"p617",8.36042609455,-82.6042025292,19.4498128009
"p618",8.32033292295,-80.249676685,8.93526405451
"p619",8.42155738884,-80.2106340232,69.7388700565
"p620",8.3469085813,-80.5164525681,20.5825747724
"p621",8.40003406478,-81.139772057,430.237213518
"p622",8.33843415798,-81.0918945655,228.045022194
"p623",8.31926250927,-80.2199426131,6.29719626168
"p624",8.33467709348,-82.5588644481,11.9094657919
"p625",8.33030642742,-77.8013563035,71.5622681505
"p626",8.40497808476,-77.5968088293,116.773992725
"p627",8.34596709917,-82.843613042,34.7086861314
"p628",8.3285017884,-80.5675806098,43.6316664149
"p629",8.29373884208,-77.6248104564,47.5377855888
"p630",8.31367284031,-77.5519402227,124.657518472
"p631",8.3478782399,-77.4299311931,627.43373494
"p632",8.30079537962,-80.4977701086,9.68297175604
"p633",8.35564150859,-80.449995767,20.6611090975
"p634",8.33224799057,-80.8913828641,223.103703704
"p635",8.36481846274,-80.8581700886,286.398664962
"p636",8.30809621838,-82.911236959,121.689340928
"p637",8.3596149256,-80.8082801504,266.012230107
"p638",8.34845684952,-80.7580571081,149.838836038
"p639",8.31289073962,-81.2679663986,154.820539968
"p640",8.29534787581,-81.2351251651,188.574505754
"p641",8.26085242986,-78.0843076291,112.249364586
"p642",8.32025428842,-81.3306203115,245.955705453
"p643",8.27964988361,-81.2663993787,84
"p644",8.32884340634,-81.7747340157,385.092225114
"p645",8.32584528478,-81.733982418,310.880060986
"p646",8.28636140841,-77.4091195548,746.743062294
"p647",8.3737956664,-81.4196402947,333.784706756
"p648",8.22405383495,-78.2086449562,64.1224866261
"p649",8.28801613736,-80.446396689,4.70222222222
"p650",8.30795509129,-80.4198298718,7.35192757009
"p651",8.38623652145,-81.7013659282,623.502541056
"p652",8.35781755346,-81.6097890615,395.476676539
"p653",8.37384151885,-81.9335360244,328.869781873
"p654",8.32968797966,-81.8953319449,177.594247182
"p655",8.30469839059,-81.1105203221,181.977019836
"p656",8.3613208664,-81.1732764,393.246098858
"p657",8.39037091001,-81.4693107291,509.855234017
"p658",8.33980082127,-82.0244738584,142.651899222
"p659",8.26432550395,-82.0201536478,23.1687364479
"p660",8.30130044136,-81.0229093962,186.676420139
"p661",8.30861098812,-82.1058549931,36.1888675162
"p662",8.28394811213,-80.5778379479,48.347257384
"p663",8.25533682187,-77.5335187431,83.3581875538
"p664",8.26633953948,-81.3698717641,174.785626536
"p665",8.22041530577,-77.8721106558,10.6511056511
"p666",8.29366036274,-77.9267674609,46.104140527
"p667",8.27025476923,-77.8217724472,54.848323261
"p668",8.22843973937,-77.8488179403,14.1132686084
"p669",8.24178054803,-81.0552478449,115.214845726
"p670",8.17727538625,-77.7987282767,27.291036443
"p671",8.21951007492,-77.5634964992,60.038071066
"p672",8.24002740724,-80.4808521432,6.29411764706
"p673",8.25987213586,-80.4658000199,4.57949070888
"p674",8.20917568245,-77.5601644106,66.2929292929
"p675",8.23857685788,-82.0603783489,11.3509833585
"p676",8.23977445292,-81.6249649205,248.988032221
"p677",8.25553843067,-81.7243826453,153.0875
"p678",8.27098704713,-77.718088745,39.7595151873
"p679",8.25175351737,-81.2655223792,139.216983461
"p680",8.2343987787,-77.643093592,49.3305957784
"p681",8.23160574535,-81.6771794529,310.02700413
"p682",8.22901942795,-80.9857150287,125.128727064
"p683",8.26393950173,-80.9072686291,117.50543918
"p684",8.25805118916,-80.8409350027,85.2560292851
"p685",8.21087077745,-81.2560053989,76.0406504065
"p686",8.23620067569,-81.2105680909,176.950213371
"p687",8.22122216213,-80.5165978519,10.7092985318
"p688",8.22043530087,-77.4168854409,646.511885595
"p689",8.22648288975,-81.3107311771,162.101470393
"p690",8.3876255516,-81.5276071244,619.218286468
"p691",8.22156611563,-80.9330806997,67.0378818737
"p692",8.20436641964,-81.252611021,73.3567251462
"p693",8.24715721675,-81.927117221,23.0753883426
"p694",8.20348974681,-80.8378984401,36.785046729
"p695",8.17171996853,-77.5101176669,182.780463901
"p696",8.22127304124,-77.7495531328,31.8539638387
"p697",8.21336762964,-81.5937493948,234.170523416
"p698",8.18435516007,-81.5448319308,227.905570652
"p699",8.1637473737,-80.9594772124,88.6008855155
"p700",8.24337406936,-80.7755611079,59.7819732034
"p701",8.24908746599,-81.8068864433,107.61108086
"p702",8.18201814132,-80.8814139966,51.2305661
"p703",8.1959929393,-80.7999072196,39.7240518183
"p704",8.17896729149,-80.7496784501,26.9918478261
"p705",8.27531970622,-80.724140914,89.9227838456
"p706",8.19816986573,-81.7202782881,115.800391389
"p707",8.17986389622,-77.6357045358,47.6656261476
"p708",8.19663439027,-81.8349537944,98.7301412585
"p709",8.18480462187,-80.7112885652,36.6229334464
"p710",8.14308754129,-78.2431181536,13.2253521127
"p711",8.20014855854,-80.6409009887,32.1992936049
"p712",8.2461788422,-80.6267984472,45.2384514436
"p713",8.21308434739,-80.567061377,16.680146447
"p714",8.18457840664,-78.1213702086,120.789778389
"p715",8.14268021821,-80.561886504,6.38392857143
"p716",8.15041237256,-80.5484298982,4.37944664032
"p717",8.16332929363,-77.7508576947,36.8477951636
"p718",8.14614703771,-77.8584943344,13.5270745429
"p719",8.12924703506,-77.8852108536,15.1294387171
"p720",8.07755734422,-77.7159038925,114.225297537
"p721",8.17017238038,-81.2445574936,124.153206516
"p722",8.13751333476,-80.7596347161,29.151811806
"p723",8.10482726512,-77.9372562174,32.6070504968
"p724",8.14141445733,-81.3106607527,124.083637425
"p725",8.14283849496,-80.6504189263,14.7853444218
"p726",8.15074012249,-80.5292724114,3.46333333333
"p727",8.11731823874,-77.6466885336,59.6167714885
"p728",8.14402355506,-81.4749797378,255.783580253
"p729",8.19065783035,-81.3858466797,161.352462079
"p730",8.10547026527,-77.6083460465,24.1785714286
"p731",8.15160343259,-77.4005607744,752.453551453
"p732",8.14627166513,-80.4994166479,2.80204081633
"p733",8.10508593151,-80.5288733836,6.15945551774
"p734",8.12033383325,-80.8715418709,52.4345215033
"p735",8.06421010426,-80.5657995477,31.5512403416
"p736",8.1247574046,-77.8110508303,14.0290420459
"p737",8.08021733349,-77.7729712551,26.8033077377
"p738",8.08623894014,-78.1335658753,198.912942
"p739",8.0848903939,-77.8667781322,22.302811245
"p740",8.10442754236,-81.3677945747,88.6454515162
"p741",8.07960169696,-77.5878895804,33.1552757794
"p742",8.07815473285,-81.4406310845,261.374084795
"p743",8.07740317505,-81.3866013477,56.8404907975
"p744",8.14176082364,-81.6104466867,270.078237496
"p745",8.03694438129,-81.4135037481,157.122928467
"p746",8.04220976798,-77.9393709493,88.6713728191
"p747",8.10902482899,-78.0049637656,112.356441652
"p748",8.08461880822,-77.4535142368,402.812480174
"p749",8.0945045318,-78.2044133188,82.9270334928
"p750",8.04719063146,-77.8829439894,17.3211314476
"p751",8.03350701303,-78.3020946439,73.3899796159
"p752",8.05116325795,-78.2125075729,14.5
"p753",8.07722591591,-80.654238267,26.639142016
"p754",8.1672848594,-81.106925332,100.693052539
"p755",8.03935618546,-77.6084573742,72.5932309621
"p756",8.07845629369,-81.1705289798,93.7178703704
"p757",8.08329006548,-81.5661181741,202.857976329
"p758",8.05880822743,-81.0841132603,51.2203389831
"p759",8.02450049355,-80.7746911669,74
"p760",8.03202426999,-77.6569199525,241.128328612
"p761",8.03759081933,-80.8450891851,78.923350051
"p762",8.0292385513,-77.4991559999,123.072501633
"p763",8.01847531876,-77.575521913,60.1442922374
"p764",7.98119378853,-78.2785888542,179.48609637
"p765",8.05625682358,-81.6380797127,103.094676346
"p766",8.04731783171,-81.6206818408,50.2650462963
"p767",8.00880327957,-77.7409695614,280.516901802
"p768",8.06569003086,-81.0443605618,59.512109375
"p769",8.08636120355,-80.988512217,81.7763566924
"p770",8.01193957229,-81.6411349832,18.0341880342
"p771",7.99536043459,-80.7217548954,70.7722963201
"p772",8.0063811387,-81.0572489492,31.997005988
"p773",8.03758230914,-80.9399437921,81.2849494349
"p774",8.00430250722,-77.8052352073,82.0684487355
"p775",8.04907777384,-81.340943279,89.6853251391
"p776",8.07468181442,-81.2569146344,94.3313182351
"p777",8.05562779548,-81.533363309,252.84648231
"p778",8.00475576019,-81.3137910094,19.2765957447
"p779",8.00369681507,-81.5303568118,60.1850393701
"p780",7.99327083834,-77.5625916729,100.676373019
"p781",8.01395597814,-81.4778070393,240.28242805
"p782",8.01914065148,-81.5967182457,39.5165048544
"p783",8.01264008556,-81.5456593657,106.452796152
"p784",8.07674768535,-77.3254808552,812.161797224
"p785",7.95244935896,-81.5484817322,129.226693494
"p786",7.97751307269,-77.4998693751,95.6815023882
"p787",8.01124198552,-77.3385442235,617.5150086
"p788",7.96653153048,-81.3933010357,215.128667179
"p789",7.97088230353,-77.547762903,100.71532185
"p790",8.00806596315,-80.5179986497,27.0493973523
"p791",7.99525932068,-78.1763444423,85.0617414248
"p792",7.98961804069,-81.022564603,35.1519607843
"p793",7.96985262178,-80.9470237887,93.7335910001
"p794",7.9696198408,-78.2291799557,33.1639344262
"p795",8.00172615557,-81.0867243073,45.8399705918
"p796",7.96426212053,-81.0365992234,22.4816176471
"p797",7.95145829598,-78.146130625,96.4621710526
"p798",7.96963113419,-77.9036230063,68.6551169852
"p799",7.94435112615,-77.6447300302,380.675265063
"p800",7.94085690155,-81.4833788414,246.630872483
"p801",7.95065087939,-81.0373562207,17.6822429907
"p802",7.90158556862,-78.2756279947,293.597721978
"p803",7.92683072953,-78.144533567,88.4889673433
"p804",7.96924856261,-78.0897377834,227.437573271
"p805",7.97594545496,-77.2801356983,742.824972129
"p806",7.94604712484,-80.4164880725,26.6418653393
"p807",7.92846193439,-77.9110973692,58.0779220779
"p808",7.86968419291,-78.2512919091,395.195698925
"p809",7.93897303154,-77.2492163695,463.8296322
"p810",7.93992034829,-77.4914668569,103.726833553
"p811",7.94253213034,-80.6385955696,73.0503903478
"p812",7.96712611719,-77.9948885488,159.725558255
"p813",7.92959527427,-77.9525231683,121.61086262
"p814",7.91365767161,-77.9049697563,32.4521384929
"p815",7.92096768722,-78.1161762987,117.653345725
"p816",7.9479240836,-77.3779770742,237.412741444
"p817",7.89093402997,-80.4723478283,66.5232273839
"p818",7.96306441159,-81.1176716967,46.8090539756
"p819",7.93101303418,-80.8224622901,156.266193152
"p820",7.8985588237,-77.7892932936,284.952642781
"p821",7.90628664705,-77.3647028107,169.651596176
"p822",7.87871789564,-80.8124717953,219.897264205
"p823",7.85887780546,-77.9734381684,242.65489367
"p824",7.89062629417,-80.3755794605,50.6021461559
"p825",7.89316206598,-77.4608813419,107.666407465
"p826",7.9000387119,-80.760837201,141.090039578
"p827",7.91814610923,-81.3697707569,204.387691102
"p828",7.92752492256,-78.3564529736,353.617337686
"p829",7.88837389967,-81.5288852184,173.21018858
"p830",7.87394981059,-81.3566797392,243.66231749
"p831",7.86142446591,-77.9258362308,153.124017717
"p832",7.8977902495,-81.2821399395,43.8202731848
"p833",7.96101693116,-81.2835886516,65.2099924869
"p834",7.92395975173,-80.5168577086,44.121657754
"p835",7.88778496903,-80.585764144,75.4305922293
"p836",7.89389916904,-77.5285174226,104.305873078
"p837",7.84610326172,-80.4068199489,59.7126500462
"p838",7.8876411796,-78.1034503487,116.291994917
"p839",7.90499294904,-78.0403847161,216.414963074
"p840",7.86818217708,-78.2014606856,255.04488645
"p841",7.87819141569,-77.6148894062,388.916361285
"p842",7.88929247482,-77.8626915801,80.8090999011
"p843",7.84413174746,-77.8574235532,244.30952381
"p844",7.86378251189,-77.8026529621,253.966953528
"p845",7.82881167256,-77.7486405499,776.251773476
"p846",7.91387928155,-80.9764783806,74.6932672904
"p847",7.87494800881,-80.9086742879,192.955495903
"p848",7.86921611877,-80.5308826299,49.5361620058
"p849",7.84838371292,-80.745617099,202.155955724
"p850",7.94812248584,-81.1970819696,51.4188469553
"p851",7.85459273999,-80.5343007758,54.539184953
"p852",7.82174060404,-77.9059197456,238.660814506
"p853",7.78383339966,-77.7753925336,683.260991207
"p854",7.84442176446,-80.5347126777,46.6683168317
"p855",7.86118404134,-78.1453226078,184.895187166
"p856",7.86118337089,-81.0156949407,12.3995943205
"p857",7.81902913079,-80.4926603792,87.2334915254
"p858",7.8336390965,-80.6556189673,142.763026552
"p859",7.82748382636,-77.4094298306,172.496215358
"p860",7.84268546583,-80.5652047985,63.7841625788
"p861",7.78090467043,-78.1514638648,654.366699314
"p862",7.83504248648,-77.5265197704,202.042870566
"p863",7.80553357765,-77.5766267771,364.287608596
"p864",7.81739815933,-80.9813433552,109.332963726
"p865",7.85174081308,-81.2616392035,116.35136532
"p866",7.82160124653,-78.067752375,259.357557288
"p867",7.80327767856,-80.4489389055,97.6778484673
"p868",7.83170795161,-80.3123559347,29.8376151913
"p869",7.78774684763,-80.3721760025,80.7388069616
"p870",7.84643223863,-81.3969907937,299.891578706
"p871",7.78234962724,-77.5155202298,241.768352921
"p872",7.81304035262,-81.4413601469,240.168684792
"p873",7.80142564251,-77.8399029863,213.713996376
"p874",7.73974347921,-78.069878435,483.768756423
"p875",7.76845713235,-80.2320675177,27.4797513656
"p876",7.75469259309,-77.7011388397,878.289741451
"p877",7.80439941104,-77.6849480647,805.753391563
"p878",7.76000888632,-77.5037567629,182.115924344
"p879",7.79668716888,-81.2452261491,53.6713171933
"p880",7.754075347,-78.1970265318,633.556413586
"p881",7.69629582872,-77.4768683765,302.456734534
"p882",7.74222480051,-77.4393032229,243.807444062
"p883",7.7560201033,-80.303033999,58.9854319919
"p884",7.70640727065,-80.3809933651,235.717973602
"p885",7.72681237361,-80.4312897105,215.693255983
"p886",7.69505984131,-80.3469800968,200.475828262
"p887",7.77527774029,-80.5342577106,102.001102941
"p888",7.75894978073,-78.0157121758,228.902945437
"p889",7.75079104123,-81.3129011868,97.0256759209
"p890",7.70000196653,-80.4757262014,248.65875
"p891",7.77577004689,-80.6023455266,148.302445178
"p892",7.7434871513,-80.1981752409,15.9717078189
"p893",7.78250389348,-80.88647125,272.434543084
"p894",7.74285881605,-81.0006464651,40.6314381271
"p895",7.72305386931,-80.5404963054,93.8379204893
"p896",7.70289344993,-77.9708520214,530.978764676
"p897",7.72526048103,-80.9177180798,290.468467086
"p898",7.66731822161,-78.0082605456,593.788987956
"p899",7.66341387098,-80.5380955467,245.957120743
"p900",7.66620923602,-80.2264250188,73.1166861144
"p901",7.72404636269,-77.5572990076,362.990260039
"p902",7.68197406887,-80.2808666939,136.993648622
"p903",7.73234151964,-77.8771752842,278.912709497
"p904",7.70975414342,-80.5705490854,129.656207367
"p905",7.70081478329,-77.9268894984,492.474259737
"p906",7.68797783027,-80.9539049733,89.2892809587
"p907",7.75126909469,-80.6985972204,321.676173876
"p908",7.66114285209,-80.4848695079,310.613585746
"p909",7.68502457967,-80.5997174995,157.909669948
"p910",7.64342614922,-77.5168480142,419.011035267
"p911",7.66599285443,-77.5674363735,334.316475096
"p912",7.65092823881,-80.1635465988,62.4150698747
"p913",7.70590787115,-81.3429163024,138.085197645
"p914",7.70491451799,-77.633150334,691.568448212
"p915",7.68334817506,-80.7473769435,470.762846865
"p916",7.68123687505,-80.6565351213,277.363636364
"p917",7.6783154948,-80.8538604698,433.663276015
"p918",7.63064938037,-80.6112559487,255.169453408
"p919",7.68909798517,-77.8107426665,342.45898273
"p920",7.64323419848,-80.0836975385,20.3081967213
"p921",7.61536380949,-80.8538833308,417.528225451
"p922",7.57773994128,-80.0839339791,49.3769432667
"p923",7.63974029815,-80.9674439703,28.129330254
"p924",7.63306163363,-80.1054736387,33.6638935108
"p925",7.60195248133,-80.1640778815,99.4573371353
"p926",7.59552852697,-77.8899498131,562.805822601
"p927",7.61144356128,-80.7390610271,594.356968514
"p928",7.58937699598,-77.5821971406,620.467901766
"p929",7.56317097606,-77.8278572548,317.410716542
"p930",7.64798848715,-78.1927076926,404.648761408
"p931",7.62474725361,-80.3562129909,303.066980314
"p932",7.59386552166,-80.4017128039,353.737660944
"p933",7.55975049743,-80.137382503,114.432946573
"p934",7.53818835463,-80.0611376029,56.5030685921
"p935",7.5421731379,-77.7743738269,222.584332344
"p936",7.54263473565,-80.8962582014,224.029694323
"p937",7.58296903583,-80.6258719086,357.186330037
"p938",7.55482712159,-80.7027385076,470.279178674
"p939",7.5423121824,-80.6230529288,121.557692308
"p940",7.59526640189,-78.1330571561,317.452982456
"p941",7.51629737567,-80.6830143216,520.578539609
"p942",7.52321370996,-78.1338108593,46.4194395797
"p943",7.51314909168,-78.1017743093,71.3800383877
"p944",7.63382318128,-78.0779935788,573.69147856
"p945",7.54172442848,-80.5957401453,221.59477562
"p946",7.57214832154,-80.5188608478,404.609583294
"p947",7.55898065255,-77.9822297718,883.922623328
"p948",7.5618356602,-77.9427127561,892.719487525
"p949",7.53773484602,-80.7915803829,483.05179704
"p950",7.4956201398,-81.7647485607,135.555733029
"p951",7.46700812474,-80.7491335535,443.993479624
"p952",7.49317950445,-80.0726855592,81.768554435
"p953",7.45714198474,-81.8224379873,178.201404452
"p954",7.49972919864,-80.5432088158,210.052308686
"p955",7.48725308861,-78.028550483,248.022188725
"p956",7.47761310543,-77.939057604,590.623313169
"p957",7.45812105282,-80.875806768,100.771401693
"p958",7.52795125848,-80.409999211,295.480467934
"p959",7.39924025186,-77.9704114237,383.518347479
"p960",7.48103687314,-80.2688746147,204.017606899
"p961",7.53135985703,-80.2364190199,171.727753205
"p962",7.43325639066,-80.3891793235,11.0792079208
"p963",7.50049668528,-80.4559432498,243.019344438
"p964",7.50723349845,-80.3520776624,277.060570071
"p965",7.44628624039,-80.647834095,396.282038983
"p966",7.45190284537,-80.3701733085,57.6966762628
"p967",7.45536790902,-80.3205800439,118.749538668
"p968",7.4576642542,-80.8379677937,155.928037079
"p969",7.41255660281,-80.481156994,124.054634009
"p970",7.39527753531,-77.9178127423,567.480604982
"p971",7.46584087433,-77.8707910871,596.172802673
"p972",7.41287265597,-81.7538493579,158.357523575
"p973",7.36079992705,-80.7698293823,427.230121901
"p974",7.35360135337,-77.8719220198,398.689808917
"p975",7.32729630066,-77.9446793753,491.617063492
"p976",7.28954187998,-80.8599471885,271.762279447
"p977",7.34280579801,-80.5188908404,310.54327269
"p978",7.28107478115,-80.4941846756,219.802170284
"p979",7.30882600099,-80.6040119995,549.563917897
"p980",7.28839638113,-80.636540376,554.753819742
