"location","lat","long","elev"
"p374",8.77769445377,-80.1333988176,408.168592667
"p375",8.74358674425,-82.1813455297,1250.67678478
"p376",8.78174059638,-81.9838656603,283.920310584
"p377",8.79240545584,-78.1026383778,81.0787330317
"p378",8.72670165801,-77.9921787552,44.4423076923
"p379",8.7943704614,-80.9025251129,102.071145234
"p380",8.79822215054,-81.9132105317,458.187795671
"p381",8.70089286848,-82.1495067638,1558.02528363
"p382",8.79484640533,-78.6209057943,88.8370274784
"p383",8.72129430804,-80.2004266748,366.475847044
"p384",8.70384056769,-80.6580826828,548.140684727
"p385",8.770512191,-82.3555287086,1603.75665223
"p386",8.7329374908,-81.0221174752,444.082741717
"p387",8.73238706756,-80.338908931,224.858342523
"p388",8.69870046697,-78.3384538128,306.147471342
"p389",8.67461170544,-80.8882219611,626.16926376
"p390",8.75580558192,-78.1981804329,66.4185645933
"p391",8.73069322833,-78.1234090234,68.8302650212
"p392",8.68325526503,-80.2088507589,343.64299477
"p393",8.75515034818,-82.6079776917,1467.26270492
"p394",8.72592274632,-82.252549808,1261.98944432
"p395",8.68817138696,-81.3636726817,575.037310118
"p396",8.63803038304,-77.5390089066,283.94377281
"p397",8.72099068402,-82.3150402244,941.266701875
"p398",8.69689842612,-78.0394020836,66.3011530193
"p399",8.70599559731,-77.9815085507,48.3047619048
"p400",8.68549623559,-81.9479457764,831.647886172
"p401",8.70414756315,-81.5416173105,684.005092107
"p402",8.69685107761,-82.0581524516,869.381079976
"p403",8.74828854469,-81.7841917799,551.053590959
"p404",8.66799308034,-82.2470954227,885.266666667
"p405",8.72874610514,-80.7772801602,404.799527825
"p406",8.76112026935,-78.5384194766,197.11481135
"p407",8.70973999546,-77.9266316012,63.9630300287
"p408",8.70300577072,-82.3692733534,654.616261775
"p409",8.68790055122,-82.3292598908,600.232070153
"p410",8.71804345671,-81.6110554885,635.698179205
"p411",8.66828244478,-77.9785754502,43.1588877855
"p412",8.69897483024,-79.8484710067,148.595096165
"p413",8.70034141979,-81.0833179154,433.150067037
"p414",8.65562189292,-80.2903248451,242.415478139
"p415",8.66986131331,-81.7704251853,565.372681282
"p416",8.70538250618,-77.6730680843,357.401254991
"p417",8.71028212951,-82.4287476463,891.792331055
"p418",8.71143358131,-82.4018720246,856.890131698
"p419",8.64199491926,-81.8325863161,1267.16149765
"p420",8.73764604381,-77.7507980317,287.254885792
"p421",8.67007713453,-77.7452157883,152.486285505
"p422",8.61771402549,-77.4541752974,160.352843158
"p423",8.69308937432,-81.4485431388,605.739010989
"p424",8.68452491838,-78.5316869395,67.584341288
"p425",8.65255948858,-77.6405167003,359.515874621
"p426",8.61815855724,-81.4634917876,926.70477707
"p427",8.65490204367,-81.1588261328,342.206514118
"p428",8.67041128686,-81.2277576419,179.355143229
"p429",8.69081053519,-80.8414522381,494.618269673
"p430",8.65154977546,-77.9401430672,43.9705603039
"p431",8.7005074128,-77.8579143615,95.4040629595
"p432",8.68469283548,-80.9554398742,534.874285167
"p433",8.63545488222,-79.8860306305,99.7104773714
"p434",8.64015947866,-78.0013624225,53.5463178642
"p435",8.60624645272,-80.793445285,936.792881588
"p436",8.65033275874,-82.3442956066,422.524850126
"p437",8.62148422057,-81.2925523596,678.610085781
"p438",8.60484439012,-78.0262461525,56.8653985507
"p439",8.64235567608,-82.3925114441,406.560885609
"p440",8.60005716277,-81.394495774,896.334464811
"p441",8.63855046338,-81.680431656,956.150457821
"p442",8.71048939753,-82.591550172,1329.84681074
"p443",8.71834146131,-82.5634362073,1442.35023754
"p444",8.60671950237,-81.1986767187,295.147662486
"p445",8.65612662763,-78.1007321714,52.1291026799
"p446",8.56478331778,-81.2558767645,842.643064423
"p447",8.58810823669,-80.8477819826,1146.71164937
"p448",8.61945796251,-77.952342243,32.1397849462
"p449",8.65526434865,-80.4529771574,280.880814754
"p450",8.64290994672,-80.389517125,272.045006429
"p451",8.58748074011,-77.9504084241,32.25
"p452",8.61869713528,-77.9356574986,35.0054730258
"p453",8.56189770941,-78.006821908,79.6073230269
"p454",8.71937199914,-82.476533624,1169.91934682
"p455",8.65253724738,-78.1726341692,85.7367975831
"p456",8.65345196406,-79.9816974791,389.08301491
"p457",8.61837864851,-80.0204720814,499.867009426
"p458",8.66238629863,-78.4525617538,162.447356322
"p459",8.586677486,-78.4527285947,37.6173530588
"p460",8.57075218199,-78.4045492616,19.3521126761
"p461",8.60991513876,-81.7514447882,953.294073996
"p462",8.66924187618,-78.4004264563,158.894822837
"p463",8.58874226767,-80.6710450432,724.707519073
"p464",8.63861157283,-80.5637876861,502.068106312
"p465",8.6050600957,-82.2469760532,588.719063545
"p466",8.54169288311,-81.7165529607,1435.18363636
"p467",8.57926020764,-79.9080328955,73.8281098546
"p468",8.54535222418,-81.2005427017,703.211309524
"p469",8.60184065985,-81.9290700393,1354.04477496
"p470",8.57978054365,-77.9233884059,43.1255527991
"p471",8.60772320858,-77.8405609621,59.4793584252
"p472",8.62692246095,-78.2478667309,124.28348195
"p473",8.54475597136,-81.7838173974,1502.38510855
"p474",8.53624032077,-77.8771810883,48.5084548105
"p475",8.53531986546,-81.9174961121,1037.71528003
"p476",8.57365844066,-80.4597408861,161.520422056
"p477",8.58006324295,-80.3703248706,202.646476883
"p478",8.52587308736,-80.6129346838,377.814174843
"p479",8.54870448999,-80.5465860308,120.791818182
"p480",8.59917350523,-82.0273749419,847.2787555
"p481",8.5442493959,-82.0031950613,504.309072444
"p482",8.50330190357,-77.9892038459,103.42110536
"p483",8.54538554749,-81.1169121425,789.286803049
"p484",8.57477859647,-81.045568647,801.078966483
"p485",8.5536452707,-78.0791359608,74.1855275741
"p486",8.55813004051,-77.5402526163,490.426944107
"p487",8.53862366292,-77.5012276384,461.389224926
"p488",8.57323935631,-80.0224948965,420.533415842
"p489",8.49278726825,-77.5567990564,199.095238095
"p490",8.51421018065,-80.5475314364,118.941436464
"p491",8.5581637491,-80.5123459026,192.486327896
"p492",8.52957834866,-78.2852109237,57.4712328767
"p493",8.52141184997,-81.0411566713,592.546565529
"p494",8.49265609639,-77.4959048386,622.624485212
"p495",8.51597635306,-80.428082245,88.4226509468
"p496",8.55561715475,-82.0564406002,702.552927435
"p497",8.56869293659,-82.0930816817,845.600437985
"p498",8.48856799202,-82.0614883281,256.28708134
"p499",8.58122355389,-77.7068050541,196.362052203
"p500",8.51551813997,-77.7572456904,54.5715620329
"p501",8.54348092556,-80.9451561,939.498958616
"p502",8.5260047583,-80.893809284,887.74237664
"p503",8.58854664951,-82.4908763941,502.830133603
"p504",8.55589403777,-82.5022602463,374.908836884
"p505",8.49329151152,-81.0820176122,553.267359213
"p506",8.48772081658,-81.0159375597,781.556006874
"p507",8.52383615799,-82.1107183874,454.453007136
"p508",8.49357909982,-82.0793216597,252.955119215
"p509",8.5339082778,-78.3372086318,66.0100393951
"p510",8.5280821963,-77.6138280389,306.113268076
"p511",8.54599942147,-82.4495889991,275.565333333
"p512",8.60529666383,-82.4580942852,524.097632722
"p513",8.49281676601,-80.4474479283,119.208928571
"p514",8.57979931232,-80.274254056,277.656869171
"p515",8.46414649754,-77.9083399463,63.2965455931
"p516",8.53175399943,-77.8323779337,58.7843349297
"p517",8.52847432799,-82.2739362518,147.892891605
"p518",8.56100142869,-82.2056675583,551.724146634
"p519",8.51950336936,-81.649288452,1352.32332775
"p520",8.4798850647,-81.6841657355,1119.35930075
"p521",8.46875794436,-82.2736726539,66.5796460177
"p522",8.49346211293,-82.3752816109,127.620069204
"p523",8.56571211634,-82.3831000365,264.179367089
"p524",8.56824091154,-82.3205980023,247.248531816
"p525",8.45848503108,-77.6134399737,179.002716161
"p526",8.44705474463,-82.278462928,54.3956442831
"p527",8.52035650577,-80.05267265,286.573366215
"p528",8.48463534732,-80.5430089568,146.450434783
"p529",8.54626639741,-82.7805929819,284.512358011
"p530",8.62561810177,-82.7076850152,655.779276376
"p531",8.46065448578,-82.3157439472,73.8082926829
"p532",8.43775174414,-82.3014979795,40.234608985
"p533",8.4469555559,-77.8297992591,33.0409582689
"p534",8.46336056993,-77.7921519135,41.2660054103
"p535",8.39931559286,-77.8711759834,99.4255111977
"p536",8.41177789577,-77.8143457587,26.25
"p537",8.45943897239,-82.0082151609,427.11248731
"p538",8.4476921549,-81.6288156975,596.475360577
"p539",8.53098995445,-81.5808606989,1219.38314056
"p540",8.44776130864,-81.9659692358,534.200290042
"p541",8.48335690322,-81.3958452448,713.464932262
"p542",8.51133978851,-81.3436860588,945.938961612
"p543",8.41337554195,-81.6132273039,472.531380753
"p544",8.51313611453,-80.0927172858,330.01201884
"p545",8.42092795265,-82.3161117469,34.5209155485
"p546",8.45732842848,-80.8449614294,831.603174603
"p547",8.46295895699,-80.4760489809,84.4502062463
"p548",8.43792833779,-80.4422554798,25.683092085
"p549",8.48684741795,-82.5092712916,169.300013731
"p550",8.45856086672,-82.4608716017,74.7497046663
"p551",8.48829157775,-80.773073074,710.544394006
"p552",8.46404568023,-80.7052819066,365.284265314
"p553",8.42857090124,-77.5240202626,443.863334459
